USTotalNewCasesByDate,Dates
68075,2020-07-22
67970,2020-07-23
75411,2020-07-24
62882,2020-07-25
56708,2020-07-26
60299,2020-07-27
64967,2020-07-28
64742,2020-07-29
67704,2020-07-30
65954,2020-07-31
57725,2020-08-01
47410,2020-08-02
40876,2020-08-03
61761,2020-08-04
54667,2020-08-05
59633,2020-08-06
61218,2020-08-07
63730,2020-08-08
54799,2020-08-09
51929,2020-08-10
56244,2020-08-11
55359,2020-08-12
51332,2020-08-13
70733,2020-08-14
52544,2020-08-15
35318,2020-08-16
37974,2020-08-17
44147,2020-08-18
46493,2020-08-19
44111,2020-08-20
48710,2020-08-21
44615,2020-08-22
32972,2020-08-23
33836,2020-08-24
41783,2020-08-25
42615,2020-08-26
50067,2020-08-27
46923,2020-08-28
43210,2020-08-29
33622,2020-08-30
33866,2020-08-31
41607,2020-09-01
40186,2020-09-02
45786,2020-09-03
48265,2020-09-04
42905,2020-09-05
30189,2020-09-06
24862,2020-09-07
26409,2020-09-08
33267,2020-09-09
39177,2020-09-10
45038,2020-09-11
45312,2020-09-12
40008,2020-09-13
33444,2020-09-14
36214,2020-09-15
38970,2020-09-16
44440,2020-09-17
51172,2020-09-18
44619,2020-09-19
42730,2020-09-20
32302,2020-09-21
37167,2020-09-22
41862,2020-09-23
48420,2020-09-24
47760,2020-09-25
43027,2020-09-26
34613,2020-09-27
37647,2020-09-28
41700,2020-09-29
38816,2020-09-30
46300,2020-10-01
53250,2020-10-02
49154,2020-10-03
33053,2020-10-04
37467,2020-10-05
44243,2020-10-06
49359,2020-10-07
57779,2020-10-08
55284,2020-10-09
55096,2020-10-10
46204,2020-10-11
43803,2020-10-12
49579,2020-10-13
57859,2020-10-14
64238,2020-10-15
69230,2020-10-16
54856,2020-10-17
52220,2020-10-18
68636,2020-10-19
61809,2020-10-20
60733,2020-10-21
78495,2020-10-22
82548,2020-10-23
77461,2020-10-24
61716,2020-10-25
64972,2020-10-26
76764,2020-10-27
85808,2020-10-28
91444,2020-10-29
99970,2020-10-30
88665,2020-10-31
76273,2020-11-01
82844,2020-11-02
123530,2020-11-03
100617,2020-11-04
128380,2020-11-05
124960,2020-11-06
128463,2020-11-07
117899,2020-11-08
120567,2020-11-09
135273,2020-11-10
146663,2020-11-11
159291,2020-11-12
178118,2020-11-13
165251,2020-11-14
138941,2020-11-15
156345,2020-11-16
162600,2020-11-17
172200,2020-11-18
192102,2020-11-19
200946,2020-11-20
181158,2020-11-21
146053,2020-11-22
183105,2020-11-23
172633,2020-11-24
180188,2020-11-25
116599,2020-11-26
213588,2020-11-27
170323,2020-11-28
138008,2020-11-29
157383,2020-11-30
195974,2020-12-01
197111,2020-12-02
219584,2020-12-03
234654,2020-12-04
223930,2020-12-05
178283,2020-12-06
196554,2020-12-07
224501,2020-12-08
220626,2020-12-09
234139,2020-12-10
240447,2020-12-11
222447,2020-12-12
191901,2020-12-13
212028,2020-12-14
223343,2020-12-15
236793,2020-12-16
238972,2020-12-17
250488,2020-12-18
198785,2020-12-19
193417,2020-12-20
200911,2020-12-21
203443,2020-12-22
222507,2020-12-23
211518,2020-12-24
120700,2020-12-25
226975,2020-12-26
135772,2020-12-27
173609,2020-12-28
202578,2020-12-29
219904,2020-12-30
312009,2020-12-31
172382,2021-01-01
282380,2021-01-02
204012,2021-01-03
185511,2021-01-04
230150,2021-01-05
260216,2021-01-06
287856,2021-01-07
304491,2021-01-08
263446,2021-01-09
212929,2021-01-10
203624,2021-01-11
220473,2021-01-12
229781,2021-01-13
234443,2021-01-14
247914,2021-01-15
215534,2021-01-16
178535,2021-01-17
141565,2021-01-18
154477,2021-01-19
188536,2021-01-20
191345,2021-01-21
193234,2021-01-22
177834,2021-01-23
141428,2021-01-24
129417,2021-01-25
149848,2021-01-26
156136,2021-01-27
164599,2021-01-28
166995,2021-01-29
149713,2021-01-30
113824,2021-01-31
124888,2021-02-01
117847,2021-02-02
122871,2021-02-03
125310,2021-02-04
131562,2021-02-05
116343,2021-02-06
90477,2021-02-07
82790,2021-02-08
94183,2021-02-09
95989,2021-02-10
106009,2021-02-11
100920,2021-02-12
90918,2021-02-13
68399,2021-02-14
55725,2021-02-15
59025,2021-02-16
68671,2021-02-17
72170,2021-02-18
75512,2021-02-19
73779,2021-02-20
55533,2021-02-21
55342,2021-02-22
73233,2021-02-23
74764,2021-02-24
77598,2021-02-25
75888,2021-02-26
71255,2021-02-27
52026,2021-02-28
50529,2021-03-01
57509,2021-03-02
67340,2021-03-03
68883,2021-03-04
68125,2021-03-05
61141,2021-03-06
42143,2021-03-07
43376,2021-03-08
55485,2021-03-09
57526,2021-03-10
61933,2021-03-11
63059,2021-03-12
55464,2021-03-13
38624,2021-03-14
53153,2021-03-15
53496,2021-03-16
60049,2021-03-17
61643,2021-03-18
61710,2021-03-19
58158,2021-03-20
34620,2021-03-21
49073,2021-03-22
53171,2021-03-23
87474,2021-03-24
68016,2021-03-25
76193,2021-03-26
63346,2021-03-27
45498,2021-03-28
67398,2021-03-29
61367,2021-03-30
68982,2021-03-31
77418,2021-04-01
73002,2021-04-02
64047,2021-04-03
37355,2021-04-04
69430,2021-04-05
65135,2021-04-06
75686,2021-04-07
80459,2021-04-08
84446,2021-04-09
69827,2021-04-10
46785,2021-04-11
63614,2021-04-12
81226,2021-04-13
75024,2021-04-14
74124,2021-04-15
80678,2021-04-16
71854,2021-04-17
43277,2021-04-18
62890,2021-04-19
62134,2021-04-20
64248,2021-04-21
66901,2021-04-22
63191,2021-04-23
54290,2021-04-24
34141,2021-04-25
61142,2021-04-26
52350,2021-04-27
55146,2021-04-28
58864,2021-04-29
58001,2021-04-30
48263,2021-05-01
30068,2021-05-02
45873,2021-05-03
42566,2021-05-04
45779,2021-05-05
46651,2021-05-06
48178,2021-05-07
35598,2021-05-08
22491,2021-05-09
33190,2021-05-10
35203,2021-05-11
35922,2021-05-12
38929,2021-05-13
42044,2021-05-14
30397,2021-05-15
17431,2021-05-16
25820,2021-05-17
28785,2021-05-18
29502,2021-05-19
30099,2021-05-20
28690,2021-05-21
20945,2021-05-22
13530,2021-05-23
22255,2021-05-24
24524,2021-05-25
24522,2021-05-26
26837,2021-05-27
22230,2021-05-28
13149,2021-05-29
7186,2021-05-30
6078,2021-05-31
20978,2021-06-01
16698,2021-06-02
18369,2021-06-03
17808,2021-06-04
15446,2021-06-05
6705,2021-06-06
14160,2021-06-07
12943,2021-06-08
18542,2021-06-09
14928,2021-06-10
25001,2021-06-11
9041,2021-06-12
5185,2021-06-13
11550,2021-06-14
10865,2021-06-15
11880,2021-06-16
11597,2021-06-17
21282,2021-06-18
8931,2021-06-19
4839,2021-06-20
10666,2021-06-21
10680,2021-06-22
12621,2021-06-23
14315,2021-06-24
24388,2021-06-25
9316,2021-06-26
4988,2021-06-27
13654,2021-06-28
14968,2021-06-29
15182,2021-06-30
15007,2021-07-01
29692,2021-07-02
5150,2021-07-03
4098,2021-07-04
8714,2021-07-05
22751,2021-07-06
20089,2021-07-07
22677,2021-07-08
47616,2021-07-09
9729,2021-07-10
11523,2021-07-11
30019,2021-07-12
26319,2021-07-13
31229,2021-07-14
31761,2021-07-15
77332,2021-07-16
13494,2021-07-17
20591,2021-07-18
49781,2021-07-19
39384,2021-07-20
47594,2021-07-21
56388,2021-07-22
120766,2021-07-23
27496,2021-07-24
27095,2021-07-25
80830,2021-07-26
64823,2021-07-27
73142,2021-07-28
72830,2021-07-29
190577,2021-07-30
41916,2021-07-31
42886,2021-08-01
112413,2021-08-02
96731,2021-08-03
102983,2021-08-04
109104,2021-08-05
251305,2021-08-06
60476,2021-08-07
32726,2021-08-08
165465,2021-08-09
117223,2021-08-10
153013,2021-08-11
144983,2021-08-12
225975,2021-08-13
68264,2021-08-14
44051,2021-08-15
203837,2021-08-16
148849,2021-08-17
166589,2021-08-18
154413,2021-08-19
240033,2021-08-20
82509,2021-08-21
40172,2021-08-22
223081,2021-08-23
155095,2021-08-24
172455,2021-08-25
187687,2021-08-26
238482,2021-08-27
72896,2021-08-28
45618,2021-08-29
239544,2021-08-30
180278,2021-08-31
196676,2021-09-01
175866,2021-09-02
237332,2021-09-03
77140,2021-09-04
52243,2021-09-05
80531,2021-09-06
242276,2021-09-07
177923,2021-09-08
165431,2021-09-09
232294,2021-09-10
78130,2021-09-11
44920,2021-09-12
235246,2021-09-13
142673,2021-09-14
176354,2021-09-15
156931,2021-09-16
210603,2021-09-17
71310,2021-09-18
43177,2021-09-19
179282,2021-09-20
117066,2021-09-21
142016,2021-09-22
127576,2021-09-23
176555,2021-09-24
59332,2021-09-25
52256,2021-09-26
159764,2021-09-27
112715,2021-09-28
120956,2021-09-29
111342,2021-09-30
154612,2021-10-01
47002,2021-10-02
43605,2021-10-03
145466,2021-10-04
95369,2021-10-05
112980,2021-10-06
101456,2021-10-07
131721,2021-10-08
37699,2021-10-09
38922,2021-10-10
97493,2021-10-11
111127,2021-10-12
108849,2021-10-13
86982,2021-10-14
109841,2021-10-15
39237,2021-10-16
31082,2021-10-17
100035,2021-10-18
81281,2021-10-19
91953,2021-10-20
77930,2021-10-21
96379,2021-10-22
31840,2021-10-23
18573,2021-10-24
111121,2021-10-25
69225,2021-10-26
102371,2021-10-27
75754,2021-10-28
95131,2021-10-29
33868,2021-10-30
32031,2021-10-31
111481,2021-11-01
70965,2021-11-02
85365,2021-11-03
81736,2021-11-04
96695,2021-11-05
34610,2021-11-06
36313,2021-11-07
109041,2021-11-08
79968,2021-11-09
95714,2021-11-10
56677,2021-11-11
144832,2021-11-12
43508,2021-11-13
31220,2021-11-14
134829,2021-11-15
87076,2021-11-16
112687,2021-11-17
110199,2021-11-18
126921,2021-11-19
44807,2021-11-20
39236,2021-11-21
145662,2021-11-22
91289,2021-11-23
111546,2021-11-24
39102,2021-11-25
52703,2021-11-26
26016,2021-11-27
42504,2021-11-28
187741,2021-11-29
117338,2021-11-30
136987,2021-12-01
139221,2021-12-02
158648,2021-12-03
65590,2021-12-04
54266,2021-12-05
179493,2021-12-06
113242,2021-12-07
149673,2021-12-08
122452,2021-12-09
160682,2021-12-10
55839,2021-12-11
51317,2021-12-12
187094,2021-12-13
114821,2021-12-14
148001,2021-12-15
141605,2021-12-16
192767,2021-12-17
77782,2021-12-18
87886,2021-12-19
242612,2021-12-20
178676,2021-12-21
241127,2021-12-22
270066,2021-12-23
233643,2021-12-24
73059,2021-12-25
196071,2021-12-26
509110,2021-12-27
356509,2021-12-28
498912,2021-12-29
588846,2021-12-30
490364,2021-12-31
166773,2022-01-01
304866,2022-01-02
1077190,2022-01-03
806455,2022-01-04
645380,2022-01-05
815273,2022-01-06
857204,2022-01-07
386494,2022-01-08
476974,2022-01-09
1369637,2022-01-10
770567,2022-01-11
910348,2022-01-12
840777,2022-01-13
859778,2022-01-14
394713,2022-01-15
468341,2022-01-16
662368,2022-01-17
1118035,2022-01-18
998912,2022-01-19
710992,2022-01-20
822873,2022-01-21
286999,2022-01-22
356300,2022-01-23
903374,2022-01-24
555057,2022-01-25
823327,2022-01-26
488238,2022-01-27
601337,2022-01-28
169350,2022-01-29
192820,2022-01-30
531418,2022-01-31
414045,2022-02-01
324611,2022-02-02
251066,2022-02-03
