USTotalNewCasesByDate,Dates
70387,2020-07-22
68256,2020-07-23
74149,2020-07-24
67053,2020-07-25
56157,2020-07-26
56169,2020-07-27
63694,2020-07-28
68375,2020-07-29
67966,2020-07-30
68467,2020-07-31
59132,2020-08-01
46006,2020-08-02
45282,2020-08-03
54975,2020-08-04
55884,2020-08-05
57231,2020-08-06
61062,2020-08-07
55176,2020-08-08
48137,2020-08-09
45237,2020-08-10
52602,2020-08-11
52802,2020-08-12
51530,2020-08-13
65073,2020-08-14
50456,2020-08-15
40103,2020-08-16
35661,2020-08-17
42928,2020-08-18
44262,2020-08-19
44588,2020-08-20
48789,2020-08-21
44404,2020-08-22
34565,2020-08-23
34882,2020-08-24
40927,2020-08-25
43956,2020-08-26
46008,2020-08-27
46535,2020-08-28
44258,2020-08-29
34940,2020-08-30
32613,2020-08-31
42943,2020-09-01
40642,2020-09-02
44913,2020-09-03
50690,2020-09-04
43509,2020-09-05
31050,2020-09-06
23897,2020-09-07
25689,2020-09-08
34539,2020-09-09
35898,2020-09-10
48020,2020-09-11
41688,2020-09-12
34532,2020-09-13
33168,2020-09-14
39543,2020-09-15
38874,2020-09-16
45252,2020-09-17
49221,2020-09-18
42739,2020-09-19
38918,2020-09-20
50593,2020-09-21
40161,2020-09-22
38852,2020-09-23
47475,2020-09-24
48808,2020-09-25
44930,2020-09-26
38154,2020-09-27
32449,2020-09-28
43514,2020-09-29
39079,2020-09-30
46094,2020-10-01
55130,2020-10-02
50658,2020-10-03
34632,2020-10-04
38241,2020-10-05
45221,2020-10-06
51217,2020-10-07
58915,2020-10-08
56750,2020-10-09
55740,2020-10-10
46832,2020-10-11
41732,2020-10-12
51091,2020-10-13
59303,2020-10-14
65117,2020-10-15
69123,2020-10-16
57692,2020-10-17
50989,2020-10-18
66737,2020-10-19
61696,2020-10-20
63318,2020-10-21
76225,2020-10-22
82479,2020-10-23
83728,2020-10-24
62667,2020-10-25
65976,2020-10-26
77162,2020-10-27
79266,2020-10-28
91217,2020-10-29
100090,2020-10-30
90734,2020-10-31
105644,2020-11-01
83331,2020-11-02
127833,2020-11-03
104175,2020-11-04
130014,2020-11-05
127812,2020-11-06
132121,2020-11-07
115353,2020-11-08
118041,2020-11-09
140267,2020-11-10
149488,2020-11-11
161760,2020-11-12
181124,2020-11-13
172282,2020-11-14
137910,2020-11-15
159172,2020-11-16
164157,2020-11-17
173410,2020-11-18
191895,2020-11-19
201433,2020-11-20
182022,2020-11-21
146645,2020-11-22
171938,2020-11-23
177230,2020-11-24
184887,2020-11-25
118380,2020-11-26
203014,2020-11-27
158751,2020-11-28
140832,2020-11-29
155677,2020-11-30
194029,2020-12-01
204494,2020-12-02
224138,2020-12-03
235303,2020-12-04
221901,2020-12-05
179205,2020-12-06
190139,2020-12-07
230929,2020-12-08
221127,2020-12-09
234665,2020-12-10
240244,2020-12-11
222155,2020-12-12
186749,2020-12-13
200601,2020-12-14
222193,2020-12-15
240666,2020-12-16
237210,2020-12-17
248941,2020-12-18
202559,2020-12-19
185328,2020-12-20
189707,2020-12-21
201954,2020-12-22
225756,2020-12-23
204872,2020-12-24
108680,2020-12-25
218973,2020-12-26
154984,2020-12-27
166676,2020-12-28
201679,2020-12-29
222914,2020-12-30
258099,2020-12-31
166253,2021-01-01
295864,2021-01-02
203639,2021-01-03
181627,2021-01-04
231566,2021-01-05
256857,2021-01-06
288593,2021-01-07
303450,2021-01-08
259525,2021-01-09
213369,2021-01-10
210820,2021-01-11
218883,2021-01-12
229827,2021-01-13
238035,2021-01-14
247015,2021-01-15
208630,2021-01-16
176590,2021-01-17
141075,2021-01-18
164280,2021-01-19
185385,2021-01-20
192313,2021-01-21
189525,2021-01-22
174857,2021-01-23
137828,2021-01-24
142112,2021-01-25
144776,2021-01-26
155132,2021-01-27
167434,2021-01-28
165844,2021-01-29
145682,2021-01-30
115422,2021-01-31
129364,2021-02-01
113870,2021-02-02
123105,2021-02-03
123920,2021-02-04
131655,2021-02-05
110949,2021-02-06
91880,2021-02-07
85027,2021-02-08
94611,2021-02-09
95826,2021-02-10
106300,2021-02-11
100028,2021-02-12
88851,2021-02-13
66345,2021-02-14
54638,2021-02-15
58603,2021-02-16
70065,2021-02-17
71355,2021-02-18
78183,2021-02-19
73406,2021-02-20
57895,2021-02-21
54833,2021-02-22
72010,2021-02-23
75009,2021-02-24
78056,2021-02-25
78731,2021-02-26
66065,2021-02-27
51866,2021-02-28
54488,2021-03-01
57066,2021-03-02
67146,2021-03-03
68531,2021-03-04
66864,2021-03-05
59293,2021-03-06
42063,2021-03-07
44313,2021-03-08
55805,2021-03-09
58232,2021-03-10
62895,2021-03-11
62072,2021-03-12
53656,2021-03-13
38852,2021-03-14
54766,2021-03-15
54379,2021-03-16
59487,2021-03-17
60523,2021-03-18
62065,2021-03-19
57020,2021-03-20
34978,2021-03-21
49477,2021-03-22
53296,2021-03-23
87119,2021-03-24
67977,2021-03-25
77533,2021-03-26
62223,2021-03-27
46354,2021-03-28
67294,2021-03-29
61437,2021-03-30
66969,2021-03-31
79186,2021-04-01
71848,2021-04-02
64243,2021-04-03
36648,2021-04-04
73155,2021-04-05
63729,2021-04-06
74985,2021-04-07
80251,2021-04-08
84335,2021-04-09
69293,2021-04-10
46442,2021-04-11
66954,2021-04-12
79138,2021-04-13
75316,2021-04-14
73908,2021-04-15
80375,2021-04-16
71145,2021-04-17
42880,2021-04-18
66170,2021-04-19
60919,2021-04-20
63823,2021-04-21
66989,2021-04-22
62378,2021-04-23
54191,2021-04-24
33973,2021-04-25
63668,2021-04-26
50731,2021-04-27
55091,2021-04-28
58913,2021-04-29
58159,2021-04-30
46660,2021-05-01
30062,2021-05-02
48771,2021-05-03
40799,2021-05-04
45703,2021-05-05
47007,2021-05-06
48105,2021-05-07
34961,2021-05-08
22100,2021-05-09
35153,2021-05-10
34061,2021-05-11
36192,2021-05-12
38570,2021-05-13
41862,2021-05-14
29610,2021-05-15
17442,2021-05-16
27771,2021-05-17
27798,2021-05-18
29508,2021-05-19
29843,2021-05-20
28549,2021-05-21
20574,2021-05-22
13472,2021-05-23
24444,2021-05-24
23089,2021-05-25
24532,2021-05-26
27149,2021-05-27
21923,2021-05-28
12617,2021-05-29
7176,2021-05-30
6110,2021-05-31
21495,2021-06-01
17195,2021-06-02
19104,2021-06-03
17133,2021-06-04
14605,2021-06-05
6608,2021-06-06
14829,2021-06-07
13080,2021-06-08
18988,2021-06-09
14363,2021-06-10
24834,2021-06-11
8764,2021-06-12
5264,2021-06-13
12152,2021-06-14
10899,2021-06-15
12581,2021-06-16
10623,2021-06-17
21365,2021-06-18
8681,2021-06-19
4585,2021-06-20
11335,2021-06-21
10864,2021-06-22
13159,2021-06-23
13662,2021-06-24
24335,2021-06-25
8872,2021-06-26
4846,2021-06-27
14306,2021-06-28
14738,2021-06-29
16323,2021-06-30
14376,2021-07-01
29378,2021-07-02
4899,2021-07-03
3899,2021-07-04
8908,2021-07-05
23074,2021-07-06
22630,2021-07-07
20922,2021-07-08
47527,2021-07-09
8780,2021-07-10
11355,2021-07-11
33051,2021-07-12
26391,2021-07-13
33167,2021-07-14
29907,2021-07-15
77481,2021-07-16
12393,2021-07-17
20194,2021-07-18
51390,2021-07-19
40566,2021-07-20
50581,2021-07-21
54665,2021-07-22
119393,2021-07-23
26109,2021-07-24
26137,2021-07-25
85087,2021-07-26
68734,2021-07-27
69435,2021-07-28
79289,2021-07-29
188068,2021-07-30
34218,2021-07-31
43836,2021-08-01
117748,2021-08-02
103198,2021-08-03
96670,2021-08-04
110919,2021-08-05
255295,2021-08-06
51473,2021-08-07
29322,2021-08-08
175901,2021-08-09
121207,2021-08-10
156255,2021-08-11
142194,2021-08-12
229845,2021-08-13
51825,2021-08-14
44355,2021-08-15
214768,2021-08-16
152822,2021-08-17
158625,2021-08-18
157238,2021-08-19
245683,2021-08-20
69916,2021-08-21
39009,2021-08-22
231401,2021-08-23
157126,2021-08-24
169428,2021-08-25
184446,2021-08-26
243576,2021-08-27
65317,2021-08-28
45551,2021-08-29
252002,2021-08-30
171272,2021-08-31
202250,2021-09-01
175078,2021-09-02
235589,2021-09-03
74102,2021-09-04
47335,2021-09-05
80598,2021-09-06
254796,2021-09-07
183029,2021-09-08
160117,2021-09-09
228210,2021-09-10
73630,2021-09-11
42903,2021-09-12
244529,2021-09-13
146187,2021-09-14
170582,2021-09-15
155512,2021-09-16
208870,2021-09-17
64281,2021-09-18
42200,2021-09-19
188406,2021-09-20
121660,2021-09-21
138545,2021-09-22
126467,2021-09-23
176905,2021-09-24
54374,2021-09-25
49629,2021-09-26
164666,2021-09-27
111384,2021-09-28
123417,2021-09-29
109958,2021-09-30
152873,2021-10-01
44985,2021-10-02
41777,2021-10-03
151269,2021-10-04
97380,2021-10-05
110591,2021-10-06
100548,2021-10-07
126474,2021-10-08
32837,2021-10-09
37641,2021-10-10
100647,2021-10-11
106367,2021-10-12
121575,2021-10-13
86377,2021-10-14
109796,2021-10-15
36361,2021-10-16
31931,2021-10-17
102200,2021-10-18
80948,2021-10-19
91457,2021-10-20
78901,2021-10-21
95151,2021-10-22
30140,2021-10-23
18229,2021-10-24
114305,2021-10-25
68714,2021-10-26
100903,2021-10-27
77552,2021-10-28
93584,2021-10-29
32572,2021-10-30
31698,2021-10-31
113982,2021-11-01
71117,2021-11-02
84576,2021-11-03
81829,2021-11-04
96086,2021-11-05
34062,2021-11-06
35896,2021-11-07
110606,2021-11-08
80322,2021-11-09
95020,2021-11-10
57165,2021-11-11
144898,2021-11-12
42555,2021-11-13
31091,2021-11-14
136846,2021-11-15
87845,2021-11-16
111730,2021-11-17
110349,2021-11-18
125866,2021-11-19
43700,2021-11-20
38929,2021-11-21
147705,2021-11-22
92724,2021-11-23
111646,2021-11-24
34848,2021-11-25
52092,2021-11-26
25492,2021-11-27
42149,2021-11-28
192797,2021-11-29
117485,2021-11-30
138615,2021-12-01
138443,2021-12-02
158039,2021-12-03
59246,2021-12-04
49800,2021-12-05
179789,2021-12-06
113303,2021-12-07
150870,2021-12-08
122217,2021-12-09
170736,2021-12-10
54766,2021-12-11
50566,2021-12-12
187290,2021-12-13
116094,2021-12-14
148556,2021-12-15
141742,2021-12-16
192951,2021-12-17
76479,2021-12-18
86918,2021-12-19
242235,2021-12-20
179110,2021-12-21
241801,2021-12-22
269418,2021-12-23
219710,2021-12-24
57449,2021-12-25
183061,2021-12-26
544840,2021-12-27
356540,2021-12-28
499009,2021-12-29
592644,2021-12-30
474255,2021-12-31
117510,2022-01-01
250454,2022-01-02
1177312,2022-01-03
804685,2022-01-04
641417,2022-01-05
813935,2022-01-06
853358,2022-01-07
380312,2022-01-08
471253,2022-01-09
1364418,2022-01-10
759804,2022-01-11
899678,2022-01-12
776455,2022-01-13
858610,2022-01-14
524764,2022-01-15
269587,2022-01-16
