USTotalNewCasesByDate,Dates
68074,2020-07-22
67969,2020-07-23
75410,2020-07-24
62882,2020-07-25
56708,2020-07-26
60297,2020-07-27
64967,2020-07-28
64740,2020-07-29
67704,2020-07-30
65955,2020-07-31
57725,2020-08-01
47410,2020-08-02
40877,2020-08-03
61762,2020-08-04
54667,2020-08-05
59636,2020-08-06
61220,2020-08-07
63729,2020-08-08
54799,2020-08-09
51928,2020-08-10
56244,2020-08-11
55359,2020-08-12
51335,2020-08-13
70734,2020-08-14
52545,2020-08-15
35318,2020-08-16
37974,2020-08-17
44147,2020-08-18
46494,2020-08-19
44112,2020-08-20
48710,2020-08-21
44615,2020-08-22
32973,2020-08-23
33840,2020-08-24
41783,2020-08-25
42615,2020-08-26
50066,2020-08-27
46922,2020-08-28
43210,2020-08-29
33622,2020-08-30
33865,2020-08-31
41608,2020-09-01
40188,2020-09-02
45787,2020-09-03
48266,2020-09-04
42905,2020-09-05
30189,2020-09-06
24862,2020-09-07
26407,2020-09-08
33266,2020-09-09
39177,2020-09-10
45038,2020-09-11
45312,2020-09-12
40008,2020-09-13
33445,2020-09-14
36215,2020-09-15
38969,2020-09-16
44440,2020-09-17
51171,2020-09-18
44619,2020-09-19
42730,2020-09-20
32302,2020-09-21
37167,2020-09-22
41861,2020-09-23
48421,2020-09-24
47760,2020-09-25
43028,2020-09-26
34613,2020-09-27
37650,2020-09-28
41701,2020-09-29
38817,2020-09-30
46301,2020-10-01
53250,2020-10-02
49154,2020-10-03
33054,2020-10-04
37468,2020-10-05
44241,2020-10-06
49359,2020-10-07
57777,2020-10-08
55284,2020-10-09
55096,2020-10-10
46204,2020-10-11
43805,2020-10-12
49579,2020-10-13
57859,2020-10-14
64240,2020-10-15
69230,2020-10-16
54857,2020-10-17
52220,2020-10-18
68637,2020-10-19
61810,2020-10-20
60735,2020-10-21
78494,2020-10-22
82548,2020-10-23
77461,2020-10-24
61716,2020-10-25
64973,2020-10-26
76764,2020-10-27
85809,2020-10-28
91447,2020-10-29
99972,2020-10-30
88665,2020-10-31
76275,2020-11-01
82845,2020-11-02
123535,2020-11-03
100623,2020-11-04
128379,2020-11-05
124964,2020-11-06
128465,2020-11-07
117900,2020-11-08
120569,2020-11-09
135275,2020-11-10
146665,2020-11-11
159292,2020-11-12
178118,2020-11-13
165251,2020-11-14
138943,2020-11-15
156350,2020-11-16
162607,2020-11-17
172207,2020-11-18
192107,2020-11-19
200950,2020-11-20
181165,2020-11-21
146054,2020-11-22
183116,2020-11-23
172643,2020-11-24
180197,2020-11-25
116602,2020-11-26
213603,2020-11-27
170330,2020-11-28
138012,2020-11-29
157393,2020-11-30
195989,2020-12-01
197126,2020-12-02
219599,2020-12-03
234672,2020-12-04
223934,2020-12-05
178293,2020-12-06
196568,2020-12-07
224520,2020-12-08
220639,2020-12-09
234151,2020-12-10
240458,2020-12-11
222463,2020-12-12
191910,2020-12-13
212054,2020-12-14
223357,2020-12-15
236809,2020-12-16
238982,2020-12-17
250499,2020-12-18
198794,2020-12-19
193421,2020-12-20
200925,2020-12-21
203453,2020-12-22
222520,2020-12-23
211528,2020-12-24
120705,2020-12-25
226988,2020-12-26
135780,2020-12-27
173633,2020-12-28
202593,2020-12-29
219911,2020-12-30
312022,2020-12-31
172389,2021-01-01
282395,2021-01-02
204017,2021-01-03
185531,2021-01-04
230166,2021-01-05
260228,2021-01-06
287874,2021-01-07
304501,2021-01-08
263448,2021-01-09
212946,2021-01-10
203636,2021-01-11
220490,2021-01-12
229793,2021-01-13
234461,2021-01-14
247927,2021-01-15
215544,2021-01-16
178539,2021-01-17
141582,2021-01-18
154484,2021-01-19
188540,2021-01-20
191356,2021-01-21
193247,2021-01-22
177842,2021-01-23
141438,2021-01-24
129426,2021-01-25
149850,2021-01-26
156142,2021-01-27
164602,2021-01-28
166998,2021-01-29
149717,2021-01-30
113831,2021-01-31
124888,2021-02-01
117853,2021-02-02
122875,2021-02-03
125311,2021-02-04
131566,2021-02-05
116343,2021-02-06
90479,2021-02-07
82794,2021-02-08
94185,2021-02-09
95992,2021-02-10
106011,2021-02-11
100924,2021-02-12
90919,2021-02-13
68402,2021-02-14
55734,2021-02-15
59025,2021-02-16
68674,2021-02-17
72177,2021-02-18
75519,2021-02-19
73783,2021-02-20
55534,2021-02-21
55344,2021-02-22
73234,2021-02-23
74768,2021-02-24
77603,2021-02-25
75891,2021-02-26
71256,2021-02-27
52029,2021-02-28
50530,2021-03-01
57510,2021-03-02
67344,2021-03-03
68884,2021-03-04
68127,2021-03-05
61146,2021-03-06
42147,2021-03-07
43381,2021-03-08
55490,2021-03-09
57528,2021-03-10
61934,2021-03-11
63058,2021-03-12
55466,2021-03-13
38626,2021-03-14
53155,2021-03-15
53496,2021-03-16
60050,2021-03-17
61643,2021-03-18
61710,2021-03-19
58159,2021-03-20
34623,2021-03-21
49073,2021-03-22
53171,2021-03-23
87475,2021-03-24
68017,2021-03-25
76192,2021-03-26
63348,2021-03-27
45499,2021-03-28
67399,2021-03-29
61369,2021-03-30
68984,2021-03-31
77420,2021-04-01
73001,2021-04-02
64047,2021-04-03
37355,2021-04-04
69430,2021-04-05
65137,2021-04-06
75687,2021-04-07
80461,2021-04-08
84448,2021-04-09
69827,2021-04-10
46787,2021-04-11
63616,2021-04-12
81227,2021-04-13
75028,2021-04-14
74123,2021-04-15
80677,2021-04-16
71854,2021-04-17
43279,2021-04-18
62891,2021-04-19
62135,2021-04-20
64251,2021-04-21
66901,2021-04-22
63191,2021-04-23
54289,2021-04-24
34141,2021-04-25
61143,2021-04-26
52353,2021-04-27
55144,2021-04-28
58866,2021-04-29
58003,2021-04-30
48264,2021-05-01
30069,2021-05-02
45873,2021-05-03
42566,2021-05-04
45779,2021-05-05
46653,2021-05-06
48179,2021-05-07
35599,2021-05-08
22491,2021-05-09
33191,2021-05-10
35204,2021-05-11
35921,2021-05-12
38930,2021-05-13
42046,2021-05-14
30398,2021-05-15
17431,2021-05-16
25821,2021-05-17
28784,2021-05-18
29502,2021-05-19
30099,2021-05-20
28690,2021-05-21
20945,2021-05-22
13530,2021-05-23
22256,2021-05-24
24525,2021-05-25
24519,2021-05-26
26837,2021-05-27
22230,2021-05-28
13149,2021-05-29
7186,2021-05-30
6078,2021-05-31
20979,2021-06-01
16698,2021-06-02
18370,2021-06-03
17808,2021-06-04
15446,2021-06-05
6705,2021-06-06
14159,2021-06-07
12944,2021-06-08
18542,2021-06-09
14928,2021-06-10
25000,2021-06-11
9041,2021-06-12
5185,2021-06-13
11550,2021-06-14
10866,2021-06-15
11879,2021-06-16
11597,2021-06-17
21282,2021-06-18
8933,2021-06-19
4839,2021-06-20
10665,2021-06-21
10682,2021-06-22
12620,2021-06-23
14315,2021-06-24
24389,2021-06-25
9316,2021-06-26
4988,2021-06-27
13655,2021-06-28
14968,2021-06-29
15182,2021-06-30
15009,2021-07-01
29692,2021-07-02
5150,2021-07-03
4098,2021-07-04
8715,2021-07-05
22754,2021-07-06
20088,2021-07-07
22678,2021-07-08
47619,2021-07-09
9730,2021-07-10
11524,2021-07-11
30022,2021-07-12
26319,2021-07-13
31227,2021-07-14
31763,2021-07-15
77331,2021-07-16
13496,2021-07-17
20593,2021-07-18
49783,2021-07-19
39387,2021-07-20
47595,2021-07-21
56389,2021-07-22
120768,2021-07-23
27500,2021-07-24
27097,2021-07-25
80832,2021-07-26
64824,2021-07-27
73145,2021-07-28
72829,2021-07-29
190580,2021-07-30
41915,2021-07-31
42888,2021-08-01
112414,2021-08-02
96732,2021-08-03
102985,2021-08-04
109108,2021-08-05
251310,2021-08-06
60479,2021-08-07
32729,2021-08-08
165468,2021-08-09
117226,2021-08-10
153014,2021-08-11
144980,2021-08-12
225981,2021-08-13
68264,2021-08-14
44054,2021-08-15
203843,2021-08-16
148854,2021-08-17
166596,2021-08-18
154417,2021-08-19
240034,2021-08-20
82516,2021-08-21
40175,2021-08-22
223090,2021-08-23
155103,2021-08-24
172463,2021-08-25
187691,2021-08-26
238487,2021-08-27
72898,2021-08-28
45624,2021-08-29
239545,2021-08-30
180280,2021-08-31
196675,2021-09-01
175865,2021-09-02
237333,2021-09-03
77141,2021-09-04
52245,2021-09-05
80535,2021-09-06
242277,2021-09-07
177921,2021-09-08
165431,2021-09-09
232296,2021-09-10
78132,2021-09-11
44926,2021-09-12
235250,2021-09-13
142677,2021-09-14
176360,2021-09-15
156931,2021-09-16
210610,2021-09-17
71312,2021-09-18
43178,2021-09-19
179286,2021-09-20
117068,2021-09-21
142025,2021-09-22
127577,2021-09-23
176559,2021-09-24
59333,2021-09-25
52260,2021-09-26
159767,2021-09-27
112718,2021-09-28
120972,2021-09-29
111344,2021-09-30
154614,2021-10-01
47004,2021-10-02
43605,2021-10-03
145471,2021-10-04
95371,2021-10-05
112990,2021-10-06
101457,2021-10-07
131725,2021-10-08
37702,2021-10-09
38924,2021-10-10
97499,2021-10-11
111126,2021-10-12
108855,2021-10-13
86983,2021-10-14
109841,2021-10-15
39238,2021-10-16
31083,2021-10-17
100042,2021-10-18
81282,2021-10-19
91953,2021-10-20
77932,2021-10-21
96383,2021-10-22
31839,2021-10-23
18573,2021-10-24
111124,2021-10-25
69230,2021-10-26
102378,2021-10-27
75757,2021-10-28
95135,2021-10-29
33870,2021-10-30
32029,2021-10-31
111482,2021-11-01
70970,2021-11-02
85373,2021-11-03
81737,2021-11-04
96696,2021-11-05
34611,2021-11-06
36314,2021-11-07
109044,2021-11-08
79972,2021-11-09
95714,2021-11-10
56672,2021-11-11
144835,2021-11-12
43509,2021-11-13
31221,2021-11-14
134825,2021-11-15
87075,2021-11-16
112690,2021-11-17
110202,2021-11-18
126926,2021-11-19
44805,2021-11-20
39235,2021-11-21
145664,2021-11-22
91290,2021-11-23
111545,2021-11-24
39102,2021-11-25
52706,2021-11-26
26017,2021-11-27
42510,2021-11-28
187743,2021-11-29
117338,2021-11-30
136997,2021-12-01
139223,2021-12-02
158649,2021-12-03
65594,2021-12-04
54268,2021-12-05
179487,2021-12-06
113242,2021-12-07
149672,2021-12-08
122449,2021-12-09
160678,2021-12-10
55832,2021-12-11
51317,2021-12-12
187085,2021-12-13
114824,2021-12-14
148003,2021-12-15
141601,2021-12-16
192768,2021-12-17
77785,2021-12-18
87794,2021-12-19
242418,2021-12-20
178375,2021-12-21
240739,2021-12-22
269736,2021-12-23
233455,2021-12-24
72805,2021-12-25
195707,2021-12-26
508608,2021-12-27
356004,2021-12-28
498385,2021-12-29
588268,2021-12-30
489839,2021-12-31
166270,2022-01-01
304127,2022-01-02
1076455,2022-01-03
805555,2022-01-04
644454,2022-01-05
814640,2022-01-06
856790,2022-01-07
385743,2022-01-08
475744,2022-01-09
1368382,2022-01-10
769245,2022-01-11
909536,2022-01-12
840125,2022-01-13
858951,2022-01-14
393581,2022-01-15
467356,2022-01-16
659592,2022-01-17
1107497,2022-01-18
991092,2022-01-19
704350,2022-01-20
817302,2022-01-21
285286,2022-01-22
354807,2022-01-23
895904,2022-01-24
515318,2022-01-25
824736,2022-01-26
